video_frame,left,width,top,height,conf,class
58102_002798_Endzone_277,791,33,228,39,0.7841796875,0
58102_002798_Endzone_277,16,42,323,40,0.78076171875,0
58102_002798_Endzone_277,80,39,406,37,0.77490234375,0
58102_002798_Endzone_277,790,35,228,38,0.76708984375,0
58102_002798_Endzone_277,468,42,346,37,0.76123046875,0
58102_002798_Endzone_277,1120,39,204,30,0.74658203125,0
58102_002798_Endzone_277,266,37,151,39,0.73046875,0
58102_002798_Endzone_277,469,40,346,37,0.72998046875,0
58102_002798_Endzone_277,46,38,158,36,0.7236328125,0
58102_002798_Endzone_277,314,37,176,43,0.71630859375,0
58102_002798_Endzone_277,1179,37,202,41,0.70849609375,0
58102_002798_Endzone_277,313,37,176,41,0.7060546875,0
58102_002798_Endzone_278,5,42,324,41,0.8486328125,0
58102_002798_Endzone_278,409,41,283,38,0.84814453125,0
58102_002798_Endzone_278,40,38,158,36,0.83544921875,0
58102_002798_Endzone_278,271,43,182,41,0.83349609375,0
58102_002798_Endzone_278,1177,37,200,40,0.83251953125,0
58102_002798_Endzone_278,1176,39,200,40,0.81884765625,0
58102_002798_Endzone_278,69,38,406,36,0.81884765625,0
58102_002798_Endzone_278,410,40,282,39,0.814453125,0
58102_002798_Endzone_278,170,36,248,35,0.8125,0
58102_002798_Endzone_278,69,38,405,37,0.8125,0
58102_002798_Endzone_278,1120,35,205,29,0.8037109375,0
58102_002798_Endzone_278,1177,38,200,40,0.80029296875,0
58102_002798_Endzone_278,792,33,228,40,0.79345703125,0
58102_002798_Endzone_278,791,34,229,39,0.79150390625,0
58102_002798_Endzone_278,1178,37,200,40,0.7880859375,0
58102_002798_Endzone_278,8,39,324,42,0.78515625,0
58102_002798_Endzone_278,1120,36,205,29,0.7822265625,0
58102_002798_Endzone_278,69,38,406,37,0.7783203125,0
58102_002798_Endzone_278,272,41,183,39,0.771484375,0
58102_002798_Endzone_278,271,42,183,40,0.76953125,0
58102_002798_Endzone_278,267,38,150,37,0.7685546875,0
58102_002798_Endzone_278,309,37,177,39,0.76513671875,0
58102_002798_Endzone_278,7,41,323,42,0.7646484375,0
58102_002798_Endzone_278,1120,37,205,29,0.7626953125,0
58102_002798_Endzone_278,68,38,405,38,0.76220703125,0
58102_002798_Endzone_278,40,38,158,37,0.76220703125,0
58102_002798_Endzone_278,272,41,184,40,0.75,0
58102_002798_Endzone_278,463,40,348,38,0.74462890625,0
58102_002798_Endzone_278,463,42,349,39,0.73974609375,0
58102_002798_Endzone_278,1177,35,201,39,0.73828125,0
58102_002798_Endzone_278,266,38,151,35,0.73828125,0
58102_002798_Endzone_278,880,28,359,33,0.7333984375,0
58102_002798_Endzone_278,462,43,348,39,0.7314453125,0
58102_002798_Endzone_278,879,30,358,33,0.73095703125,0
58102_002798_Endzone_278,1177,38,201,40,0.7158203125,0
58102_002798_Endzone_278,309,38,177,41,0.7138671875,0
58102_002798_Endzone_278,308,39,176,43,0.7138671875,0
58102_002798_Endzone_278,878,30,358,33,0.7041015625,0
58102_002798_Endzone_279,0,40,324,41,0.85546875,0
58102_002798_Endzone_279,401,40,283,38,0.83251953125,0
58102_002798_Endzone_279,1173,37,200,41,0.830078125,0
58102_002798_Endzone_279,1174,37,200,40,0.8271484375,0
58102_002798_Endzone_279,304,38,177,39,0.8271484375,0
58102_002798_Endzone_279,0,40,324,41,0.8251953125,0
58102_002798_Endzone_279,33,39,157,36,0.8251953125,0
58102_002798_Endzone_279,1173,39,199,42,0.82373046875,0
58102_002798_Endzone_279,792,35,230,39,0.822265625,0
58102_002798_Endzone_279,59,39,406,36,0.8203125,0
58102_002798_Endzone_279,160,36,246,32,0.8193359375,0
58102_002798_Endzone_279,1117,36,204,29,0.8134765625,0
58102_002798_Endzone_279,305,36,177,39,0.80908203125,0
58102_002798_Endzone_279,793,33,229,40,0.80615234375,0
58102_002798_Endzone_279,1117,37,204,29,0.8017578125,0
58102_002798_Endzone_279,263,40,182,39,0.79833984375,0
58102_002798_Endzone_279,161,34,246,33,0.7919921875,0
58102_002798_Endzone_279,1175,37,200,40,0.79052734375,0
58102_002798_Endzone_279,1118,36,204,30,0.7890625,0
58102_002798_Endzone_279,59,38,406,35,0.7861328125,0
58102_002798_Endzone_279,793,34,229,41,0.7763671875,0
58102_002798_Endzone_279,1,40,323,42,0.76513671875,0
58102_002798_Endzone_279,161,35,245,35,0.76318359375,0
58102_002798_Endzone_279,1,39,325,42,0.7578125,0
58102_002798_Endzone_279,59,39,406,37,0.75634765625,0
58102_002798_Endzone_279,267,36,149,37,0.74365234375,0
58102_002798_Endzone_279,33,39,158,36,0.7421875,0
58102_002798_Endzone_279,304,38,177,42,0.72998046875,0
58102_002798_Endzone_279,1174,38,201,40,0.70703125,0
58102_002798_Endzone_279,877,30,361,31,0.701171875,0
58102_002798_Endzone_280,1170,38,198,43,0.8486328125,0
58102_002798_Endzone_280,1170,37,199,41,0.83447265625,0
58102_002798_Endzone_280,391,42,283,39,0.833984375,0
58102_002798_Endzone_280,792,36,230,42,0.8291015625,0
58102_002798_Endzone_280,150,37,244,32,0.82568359375,0
58102_002798_Endzone_280,26,39,156,37,0.82470703125,0
58102_002798_Endzone_280,392,40,283,38,0.822265625,0
58102_002798_Endzone_280,1171,37,199,41,0.81982421875,0
58102_002798_Endzone_280,48,39,406,36,0.81396484375,0
58102_002798_Endzone_280,1115,36,204,29,0.8115234375,0
58102_002798_Endzone_280,299,40,176,41,0.8046875,0
58102_002798_Endzone_280,794,34,230,43,0.79833984375,0
58102_002798_Endzone_280,1115,37,204,29,0.79345703125,0
58102_002798_Endzone_280,48,39,406,37,0.7900390625,0
58102_002798_Endzone_280,0,29,323,42,0.787109375,0
58102_002798_Endzone_280,300,38,177,39,0.7861328125,0
58102_002798_Endzone_280,0,29,322,43,0.7763671875,0
58102_002798_Endzone_280,48,39,406,36,0.77490234375,0
58102_002798_Endzone_280,151,35,243,34,0.7744140625,0
58102_002798_Endzone_280,150,36,243,33,0.7724609375,0
58102_002798_Endzone_280,451,41,354,41,0.7705078125,0
58102_002798_Endzone_280,450,42,355,40,0.76611328125,0
58102_002798_Endzone_280,254,44,181,41,0.765625,0
58102_002798_Endzone_280,48,39,405,38,0.7529296875,0
58102_002798_Endzone_280,254,42,182,41,0.74951171875,0
58102_002798_Endzone_280,26,40,156,38,0.7490234375,0
58102_002798_Endzone_280,0,28,323,42,0.748046875,0
58102_002798_Endzone_280,451,41,355,39,0.7333984375,0
58102_002798_Endzone_280,0,30,323,41,0.72119140625,0
58102_002798_Endzone_280,1172,37,200,41,0.70751953125,0
58102_002798_Endzone_281,1167,37,198,40,0.8447265625,0
58102_002798_Endzone_281,18,40,154,37,0.8408203125,0
58102_002798_Endzone_281,294,39,177,41,0.83447265625,0
58102_002798_Endzone_281,140,37,241,34,0.833984375,0
58102_002798_Endzone_281,382,41,283,38,0.83154296875,0
58102_002798_Endzone_281,793,37,233,39,0.83056640625,0
58102_002798_Endzone_281,1112,35,203,29,0.81494140625,0
58102_002798_Endzone_281,1167,36,198,41,0.81103515625,0
58102_002798_Endzone_281,795,35,233,39,0.80859375,0
58102_002798_Endzone_281,36,38,406,35,0.8046875,0
58102_002798_Endzone_281,382,41,282,38,0.80322265625,0
58102_002798_Endzone_281,295,38,177,40,0.7998046875,0
58102_002798_Endzone_281,19,38,154,38,0.79931640625,0
58102_002798_Endzone_281,383,40,283,38,0.79248046875,0
58102_002798_Endzone_281,1111,37,204,28,0.78955078125,0
58102_002798_Endzone_281,140,36,241,34,0.787109375,0
58102_002798_Endzone_281,36,39,406,36,0.7734375,0
58102_002798_Endzone_281,442,45,358,41,0.7724609375,0
58102_002798_Endzone_281,442,44,358,40,0.7724609375,0
58102_002798_Endzone_281,383,40,284,39,0.76318359375,0
58102_002798_Endzone_281,36,38,405,37,0.7578125,0
58102_002798_Endzone_281,1112,36,203,29,0.751953125,0
58102_002798_Endzone_281,443,44,359,41,0.75048828125,0
58102_002798_Endzone_281,245,41,179,42,0.7490234375,0
58102_002798_Endzone_281,383,39,283,37,0.7470703125,0
58102_002798_Endzone_281,265,37,148,40,0.734375,0
58102_002798_Endzone_281,245,40,180,40,0.70068359375,0
58102_002798_Endzone_282,288,40,176,40,0.833984375,0
58102_002798_Endzone_282,9,41,152,38,0.830078125,0
58102_002798_Endzone_282,371,41,282,38,0.82763671875,0
58102_002798_Endzone_282,130,39,238,36,0.8271484375,0
58102_002798_Endzone_282,1162,37,198,39,0.82470703125,0
58102_002798_Endzone_282,288,40,175,41,0.82470703125,0
58102_002798_Endzone_282,795,37,237,39,0.8173828125,0
58102_002798_Endzone_282,1162,38,197,40,0.81591796875,0
58102_002798_Endzone_282,1163,36,198,40,0.81201171875,0
58102_002798_Endzone_282,23,38,406,36,0.806640625,0
58102_002798_Endzone_282,236,42,180,40,0.802734375,0
58102_002798_Endzone_282,289,39,175,41,0.80126953125,0
58102_002798_Endzone_282,24,38,406,35,0.80029296875,0
58102_002798_Endzone_282,1108,36,203,28,0.79931640625,0
58102_002798_Endzone_282,796,36,236,40,0.79736328125,0
58102_002798_Endzone_282,795,37,236,41,0.794921875,0
58102_002798_Endzone_282,796,37,236,40,0.7900390625,0
58102_002798_Endzone_282,1109,36,202,28,0.783203125,0
58102_002798_Endzone_282,1108,37,203,28,0.7802734375,0
58102_002798_Endzone_282,371,41,284,38,0.775390625,0
58102_002798_Endzone_282,1109,36,203,28,0.76318359375,0
58102_002798_Endzone_282,1108,36,203,27,0.76123046875,0
58102_002798_Endzone_282,372,40,283,37,0.75048828125,0
58102_002798_Endzone_282,1107,38,203,27,0.74853515625,0
58102_002798_Endzone_282,25,36,406,36,0.7431640625,0
58102_002798_Endzone_282,1107,37,203,27,0.7412109375,0
58102_002798_Endzone_282,434,43,362,37,0.71533203125,0
58102_002798_Endzone_282,262,39,147,41,0.71240234375,0
58102_002798_Endzone_282,371,42,282,37,0.70751953125,0
58102_002798_Endzone_282,263,38,148,39,0.70166015625,0
58102_002798_Endzone_283,2,40,149,39,0.8515625,0
58102_002798_Endzone_283,361,41,282,36,0.8310546875,0
58102_002798_Endzone_283,119,41,234,39,0.82421875,0
58102_002798_Endzone_283,1158,36,194,39,0.818359375,0
58102_002798_Endzone_283,1159,34,194,40,0.8115234375,0
58102_002798_Endzone_283,795,37,236,40,0.8115234375,0
58102_002798_Endzone_283,283,40,174,40,0.80517578125,0
58102_002798_Endzone_283,797,35,236,40,0.8037109375,0
58102_002798_Endzone_283,10,40,407,35,0.80322265625,0
58102_002798_Endzone_283,3,40,150,40,0.79736328125,0
58102_002798_Endzone_283,1157,36,194,40,0.7939453125,0
58102_002798_Endzone_283,1105,37,200,30,0.79248046875,0
58102_002798_Endzone_283,361,41,281,38,0.78564453125,0
58102_002798_Endzone_283,797,37,236,40,0.7841796875,0
58102_002798_Endzone_283,226,44,179,43,0.7841796875,0
58102_002798_Endzone_283,283,39,174,41,0.7802734375,0
58102_002798_Endzone_283,361,41,282,38,0.77685546875,0
58102_002798_Endzone_283,11,38,407,36,0.77197265625,0
58102_002798_Endzone_283,361,40,282,36,0.765625,0
58102_002798_Endzone_283,1104,38,201,30,0.76220703125,0
58102_002798_Endzone_283,1104,38,200,30,0.751953125,0
58102_002798_Endzone_283,426,42,366,38,0.72265625,0
58102_002798_Endzone_283,426,41,365,40,0.7177734375,0
58102_002798_Endzone_283,425,43,365,40,0.71728515625,0
58102_002798_Endzone_283,12,38,406,37,0.71240234375,0
58102_002798_Endzone_283,261,38,146,40,0.70068359375,0
58102_002798_Endzone_284,797,38,236,40,0.8310546875,0
58102_002798_Endzone_284,277,40,172,41,0.8310546875,0
58102_002798_Endzone_284,109,38,230,38,0.8251953125,0
58102_002798_Endzone_284,217,44,178,43,0.8212890625,0
58102_002798_Endzone_284,349,42,281,37,0.8203125,0
58102_002798_Endzone_284,1154,34,189,41,0.818359375,0
58102_002798_Endzone_284,0,33,146,40,0.81591796875,0
58102_002798_Endzone_284,0,33,148,41,0.79833984375,0
58102_002798_Endzone_284,0,32,147,40,0.79345703125,0
58102_002798_Endzone_284,798,37,235,41,0.7919921875,0
58102_002798_Endzone_284,1153,36,188,42,0.791015625,0
58102_002798_Endzone_284,351,40,282,38,0.78662109375,0
58102_002798_Endzone_284,1102,35,198,29,0.77880859375,0
58102_002798_Endzone_284,0,37,408,33,0.77734375,0
58102_002798_Endzone_284,799,36,236,41,0.77685546875,0
58102_002798_Endzone_284,0,37,407,34,0.77490234375,0
58102_002798_Endzone_284,109,38,229,40,0.7744140625,0
58102_002798_Endzone_284,351,40,281,36,0.76708984375,0
58102_002798_Endzone_284,1101,36,198,29,0.76123046875,0
58102_002798_Endzone_284,0,36,407,35,0.75537109375,0
58102_002798_Endzone_284,1,36,406,35,0.7314453125,0
58102_002798_Endzone_284,417,40,369,38,0.71435546875,0
58102_002798_Endzone_284,275,43,172,43,0.7099609375,0
58102_002798_Endzone_284,260,37,146,37,0.701171875,0
58102_002798_Endzone_285,340,41,281,36,0.8408203125,0
58102_002798_Endzone_285,207,46,179,42,0.84033203125,0
58102_002798_Endzone_285,800,37,238,40,0.833984375,0
58102_002798_Endzone_285,271,41,170,41,0.82373046875,0
58102_002798_Endzone_285,208,44,179,41,0.82275390625,0
58102_002798_Endzone_285,98,38,225,38,0.8134765625,0
58102_002798_Endzone_285,0,25,143,39,0.80078125,0
58102_002798_Endzone_285,340,40,281,37,0.80078125,0
58102_002798_Endzone_285,1098,36,195,30,0.7998046875,0
58102_002798_Endzone_285,801,37,238,40,0.79931640625,0
58102_002798_Endzone_285,1148,36,186,41,0.79833984375,0
58102_002798_Endzone_285,801,37,237,42,0.796875,0
58102_002798_Endzone_285,0,25,143,40,0.794921875,0
58102_002798_Endzone_285,1147,38,186,42,0.79052734375,0
58102_002798_Endzone_285,270,41,170,43,0.787109375,0
58102_002798_Endzone_285,340,41,281,38,0.7822265625,0
58102_002798_Endzone_285,1099,36,195,30,0.7705078125,0
58102_002798_Endzone_285,99,36,225,37,0.7587890625,0
58102_002798_Endzone_285,0,24,409,33,0.7470703125,0
58102_002798_Endzone_285,0,24,408,34,0.744140625,0
58102_002798_Endzone_285,1097,35,195,30,0.7392578125,0
58102_002798_Endzone_285,0,24,409,34,0.7275390625,0
58102_002798_Endzone_285,407,41,372,39,0.71826171875,0
58102_002798_Endzone_285,980,30,307,37,0.716796875,0
58102_002798_Endzone_285,0,23,408,35,0.71337890625,0
58102_002798_Endzone_285,407,42,372,40,0.70751953125,0
58102_002798_Endzone_285,980,29,308,35,0.70458984375,0
58102_002798_Endzone_286,198,47,180,42,0.84375,0
58102_002798_Endzone_286,803,37,239,41,0.830078125,0
58102_002798_Endzone_286,88,39,221,38,0.82763671875,0
58102_002798_Endzone_286,88,39,221,37,0.8271484375,0
58102_002798_Endzone_286,1143,34,181,41,0.82373046875,0
58102_002798_Endzone_286,1142,36,181,42,0.81591796875,0
58102_002798_Endzone_286,88,40,220,39,0.80712890625,0
58102_002798_Endzone_286,329,42,281,36,0.806640625,0
58102_002798_Endzone_286,0,19,140,40,0.80078125,0
58102_002798_Endzone_286,1144,34,181,42,0.7998046875,0
58102_002798_Endzone_286,0,18,140,41,0.794921875,0
58102_002798_Endzone_286,804,37,238,43,0.7890625,0
58102_002798_Endzone_286,1143,36,180,43,0.787109375,0
58102_002798_Endzone_286,1095,37,193,30,0.7841796875,0
58102_002798_Endzone_286,0,19,140,41,0.77783203125,0
58102_002798_Endzone_286,330,40,281,36,0.77587890625,0
58102_002798_Endzone_286,1096,36,193,31,0.76806640625,0
58102_002798_Endzone_286,1095,37,193,30,0.7646484375,0
58102_002798_Endzone_286,1094,38,193,29,0.76416015625,0
58102_002798_Endzone_286,977,33,311,37,0.7529296875,0
58102_002798_Endzone_286,977,32,312,36,0.74755859375,0
58102_002798_Endzone_286,977,33,311,38,0.73828125,0
58102_002798_Endzone_286,265,43,168,44,0.724609375,0
58102_002798_Endzone_286,267,41,168,42,0.71728515625,0
58102_002798_Endzone_286,1093,34,194,30,0.71630859375,0
58102_002798_Endzone_286,877,31,361,33,0.7138671875,0
58102_002798_Endzone_286,875,33,361,34,0.7099609375,0
58102_002798_Endzone_286,876,31,361,34,0.70947265625,0
58102_002798_Endzone_287,190,47,181,43,0.84326171875,0
58102_002798_Endzone_287,80,38,218,37,0.83349609375,0
58102_002798_Endzone_287,319,41,281,36,0.83203125,0
58102_002798_Endzone_287,807,37,242,41,0.82568359375,0
58102_002798_Endzone_287,807,36,242,41,0.81787109375,0
58102_002798_Endzone_287,1141,33,177,43,0.810546875,0
58102_002798_Endzone_287,319,41,281,37,0.806640625,0
58102_002798_Endzone_287,1092,36,193,30,0.8056640625,0
58102_002798_Endzone_287,1093,34,192,31,0.7978515625,0
58102_002798_Endzone_287,1142,31,178,41,0.796875,0
58102_002798_Endzone_287,80,39,218,38,0.79150390625,0
58102_002798_Endzone_287,880,34,358,38,0.77685546875,0
58102_002798_Endzone_287,1090,33,193,31,0.77099609375,0
58102_002798_Endzone_287,980,30,317,34,0.7685546875,0
58102_002798_Endzone_287,1093,34,193,31,0.767578125,0
58102_002798_Endzone_287,0,12,139,41,0.75537109375,0
58102_002798_Endzone_287,388,42,381,38,0.75390625,0
58102_002798_Endzone_287,879,34,358,37,0.75244140625,0
58102_002798_Endzone_287,978,32,316,36,0.75146484375,0
58102_002798_Endzone_287,980,30,316,36,0.7451171875,0
58102_002798_Endzone_287,879,34,360,35,0.73974609375,0
58102_002798_Endzone_287,261,43,166,42,0.73486328125,0
58102_002798_Endzone_287,388,42,380,40,0.7314453125,0
58102_002798_Endzone_288,183,45,182,44,0.8525390625,0
58102_002798_Endzone_288,182,46,182,43,0.8486328125,0
58102_002798_Endzone_288,812,35,245,42,0.83349609375,0
58102_002798_Endzone_288,71,38,214,39,0.83154296875,0
58102_002798_Endzone_288,1135,36,174,43,0.83056640625,0
58102_002798_Endzone_288,308,43,281,39,0.8291015625,0
58102_002798_Endzone_288,1134,37,175,42,0.82275390625,0
58102_002798_Endzone_288,1136,34,173,44,0.81787109375,0
58102_002798_Endzone_288,882,35,357,39,0.80517578125,0
58102_002798_Endzone_288,307,44,280,39,0.8046875,0
58102_002798_Endzone_288,1092,35,192,31,0.80419921875,0
58102_002798_Endzone_288,309,42,281,40,0.79541015625,0
58102_002798_Endzone_288,1092,34,192,31,0.79443359375,0
58102_002798_Endzone_288,812,36,244,44,0.78466796875,0
58102_002798_Endzone_288,882,35,356,40,0.7822265625,0
58102_002798_Endzone_288,382,39,385,37,0.76025390625,0
58102_002798_Endzone_288,1089,34,193,31,0.759765625,0
58102_002798_Endzone_288,1091,36,193,31,0.75390625,0
58102_002798_Endzone_288,981,31,321,35,0.7255859375,0
58102_002798_Endzone_288,70,39,214,39,0.7099609375,0
58102_002798_Endzone_288,382,40,384,38,0.701171875,0
58102_002798_Endzone_289,174,46,184,43,0.8583984375,0
58102_002798_Endzone_289,299,43,280,40,0.84814453125,0
58102_002798_Endzone_289,298,44,281,40,0.84375,0
58102_002798_Endzone_289,1132,35,172,44,0.84130859375,0
58102_002798_Endzone_289,62,37,211,39,0.83349609375,0
58102_002798_Endzone_289,1132,35,172,43,0.8271484375,0
58102_002798_Endzone_289,175,45,184,44,0.82568359375,0
58102_002798_Endzone_289,815,36,248,42,0.81201171875,0
58102_002798_Endzone_289,816,34,248,43,0.80810546875,0
58102_002798_Endzone_289,63,37,211,40,0.80810546875,0
58102_002798_Endzone_289,1090,35,192,31,0.806640625,0
58102_002798_Endzone_289,882,38,359,38,0.8017578125,0
58102_002798_Endzone_289,883,36,360,37,0.7998046875,0
58102_002798_Endzone_289,1090,35,191,32,0.7939453125,0
58102_002798_Endzone_289,300,42,280,41,0.78857421875,0
58102_002798_Endzone_289,1089,36,192,30,0.787109375,0
58102_002798_Endzone_289,883,37,358,39,0.7705078125,0
58102_002798_Endzone_289,1087,35,192,31,0.76220703125,0
58102_002798_Endzone_289,371,41,388,39,0.7392578125,0
58102_002798_Endzone_289,982,33,327,33,0.73681640625,0
58102_002798_Endzone_289,982,34,326,33,0.7333984375,0
58102_002798_Endzone_289,59,41,211,41,0.72998046875,0
58102_002798_Endzone_289,981,34,326,34,0.70556640625,0
58102_002798_Endzone_290,165,46,186,44,0.85009765625,0
58102_002798_Endzone_290,289,43,280,40,0.84521484375,0
58102_002798_Endzone_290,1130,35,170,44,0.84130859375,0
58102_002798_Endzone_290,51,40,208,40,0.8408203125,0
58102_002798_Endzone_290,1129,36,170,44,0.8310546875,0
58102_002798_Endzone_290,52,38,208,40,0.82568359375,0
58102_002798_Endzone_290,165,45,186,43,0.82421875,0
58102_002798_Endzone_290,818,36,251,42,0.8193359375,0
58102_002798_Endzone_290,1130,35,168,46,0.81396484375,0
58102_002798_Endzone_290,819,34,251,42,0.806640625,0
58102_002798_Endzone_290,53,38,208,40,0.80078125,0
58102_002798_Endzone_290,291,41,280,39,0.80029296875,0
58102_002798_Endzone_290,884,37,359,37,0.78759765625,0
58102_002798_Endzone_290,883,39,358,38,0.7861328125,0
58102_002798_Endzone_290,883,37,359,37,0.7763671875,0
58102_002798_Endzone_290,820,34,251,42,0.77490234375,0
58102_002798_Endzone_290,1087,37,192,31,0.77392578125,0
58102_002798_Endzone_290,291,42,281,41,0.7724609375,0
58102_002798_Endzone_290,1087,36,192,30,0.765625,0
58102_002798_Endzone_290,361,43,390,39,0.75732421875,0
58102_002798_Endzone_290,882,39,359,36,0.75,0
58102_002798_Endzone_290,818,34,251,42,0.74755859375,0
58102_002798_Endzone_290,982,32,332,34,0.7373046875,0
58102_002798_Endzone_290,982,33,332,35,0.7373046875,0
58102_002798_Endzone_290,1087,36,193,30,0.736328125,0
58102_002798_Endzone_290,50,42,208,42,0.7353515625,0
58102_002798_Endzone_290,362,42,389,40,0.73095703125,0
58102_002798_Endzone_290,361,42,390,39,0.72900390625,0
58102_002798_Endzone_290,1088,36,193,30,0.728515625,0
58102_002798_Endzone_290,1086,34,192,31,0.72216796875,0
58102_002798_Endzone_290,982,33,332,35,0.71875,0
58102_002798_Endzone_291,155,48,188,43,0.8466796875,0
58102_002798_Endzone_291,1125,36,168,43,0.84619140625,0
58102_002798_Endzone_291,278,43,279,41,0.83642578125,0
58102_002798_Endzone_291,42,39,205,40,0.83251953125,0
58102_002798_Endzone_291,1126,36,168,44,0.82763671875,0
58102_002798_Endzone_291,280,42,280,40,0.802734375,0
58102_002798_Endzone_291,822,34,254,41,0.7900390625,0
58102_002798_Endzone_291,821,34,253,42,0.7744140625,0
58102_002798_Endzone_291,885,37,356,38,0.77392578125,0
58102_002798_Endzone_291,157,46,188,44,0.76806640625,0
58102_002798_Endzone_291,349,47,390,41,0.767578125,0
58102_002798_Endzone_291,1086,36,190,31,0.75732421875,0
58102_002798_Endzone_291,349,45,391,39,0.75244140625,0
58102_002798_Endzone_291,884,37,356,38,0.751953125,0
58102_002798_Endzone_291,1085,37,190,31,0.74951171875,0
58102_002798_Endzone_291,155,49,186,46,0.74951171875,0
58102_002798_Endzone_291,43,39,205,40,0.7490234375,0
58102_002798_Endzone_291,1085,36,190,31,0.74560546875,0
58102_002798_Endzone_291,1125,37,167,46,0.74365234375,0
58102_002798_Endzone_291,982,33,338,32,0.720703125,0
58102_002798_Endzone_291,982,32,338,32,0.7109375,0
58102_002798_Endzone_291,1087,34,190,32,0.701171875,0
58102_002798_Endzone_292,1121,37,166,43,0.8349609375,0
58102_002798_Endzone_292,267,44,278,40,0.833984375,0
58102_002798_Endzone_292,145,48,187,46,0.83154296875,0
58102_002798_Endzone_292,1122,37,166,44,0.81298828125,0
58102_002798_Endzone_292,31,39,202,41,0.81201171875,0
58102_002798_Endzone_292,1121,37,165,46,0.80615234375,0
58102_002798_Endzone_292,268,44,278,40,0.80322265625,0
58102_002798_Endzone_292,269,42,279,40,0.796875,0
58102_002798_Endzone_292,824,34,256,42,0.794921875,0
58102_002798_Endzone_292,268,43,278,41,0.7880859375,0
58102_002798_Endzone_292,146,47,188,47,0.78759765625,0
58102_002798_Endzone_292,883,39,354,39,0.7783203125,0
58102_002798_Endzone_292,1082,38,188,31,0.77587890625,0
58102_002798_Endzone_292,882,39,354,38,0.77001953125,0
58102_002798_Endzone_292,1083,36,188,32,0.76318359375,0
58102_002798_Endzone_292,882,39,355,38,0.76171875,0
58102_002798_Endzone_292,338,45,391,40,0.75537109375,0
58102_002798_Endzone_292,1081,39,187,33,0.75146484375,0
58102_002798_Endzone_292,1082,38,188,31,0.74560546875,0
58102_002798_Endzone_292,338,45,390,42,0.7177734375,0
58102_002798_Endzone_292,1120,39,164,48,0.71142578125,0
58102_002798_Endzone_293,136,48,187,46,0.8486328125,0
58102_002798_Endzone_293,256,44,277,39,0.82666015625,0
58102_002798_Endzone_293,22,39,200,40,0.82177734375,0
58102_002798_Endzone_293,1118,36,165,43,0.81982421875,0
58102_002798_Endzone_293,257,43,278,39,0.802734375,0
58102_002798_Endzone_293,1119,34,164,44,0.8017578125,0
58102_002798_Endzone_293,258,43,277,41,0.79345703125,0
58102_002798_Endzone_293,23,36,200,40,0.79248046875,0
58102_002798_Endzone_293,824,36,259,42,0.78076171875,0
58102_002798_Endzone_293,825,35,258,43,0.77880859375,0
58102_002798_Endzone_293,1079,38,184,35,0.77294921875,0
58102_002798_Endzone_293,1080,38,184,34,0.7724609375,0
58102_002798_Endzone_293,1118,36,164,45,0.76806640625,0
58102_002798_Endzone_293,22,39,200,40,0.76611328125,0
58102_002798_Endzone_293,23,38,199,41,0.7646484375,0
58102_002798_Endzone_293,1119,36,164,43,0.751953125,0
58102_002798_Endzone_293,1117,36,163,47,0.74169921875,0
58102_002798_Endzone_293,882,37,352,38,0.7392578125,0
58102_002798_Endzone_293,326,46,391,40,0.73828125,0
58102_002798_Endzone_293,327,44,392,39,0.7353515625,0
58102_002798_Endzone_293,881,37,352,38,0.7314453125,0
58102_002798_Endzone_293,325,47,390,42,0.73095703125,0
58102_002798_Endzone_293,326,45,391,40,0.7275390625,0
58102_002798_Endzone_293,1080,39,185,32,0.724609375,0
58102_002798_Endzone_294,245,44,276,39,0.841796875,0
58102_002798_Endzone_294,125,49,186,47,0.837890625,0
58102_002798_Endzone_294,126,49,185,47,0.8330078125,0
58102_002798_Endzone_294,1112,38,162,46,0.81201171875,0
58102_002798_Endzone_294,10,40,198,41,0.81103515625,0
58102_002798_Endzone_294,1113,36,163,44,0.8076171875,0
58102_002798_Endzone_294,825,37,262,45,0.80322265625,0
58102_002798_Endzone_294,246,43,276,40,0.80322265625,0
58102_002798_Endzone_294,246,43,276,38,0.79541015625,0
58102_002798_Endzone_294,10,39,198,40,0.79248046875,0
58102_002798_Endzone_294,315,43,392,40,0.7900390625,0
58102_002798_Endzone_294,825,38,261,47,0.78271484375,0
58102_002798_Endzone_294,11,39,197,41,0.77880859375,0
58102_002798_Endzone_294,825,37,260,49,0.77490234375,0
58102_002798_Endzone_294,825,37,261,48,0.7744140625,0
58102_002798_Endzone_294,881,37,350,37,0.77392578125,0
58102_002798_Endzone_294,880,37,350,37,0.77294921875,0
58102_002798_Endzone_294,1079,37,181,35,0.7666015625,0
58102_002798_Endzone_294,313,45,391,42,0.76318359375,0
58102_002798_Endzone_294,880,38,350,37,0.7568359375,0
58102_002798_Endzone_294,314,44,392,41,0.7568359375,0
58102_002798_Endzone_294,314,45,391,42,0.74609375,0
58102_002798_Endzone_294,1112,36,161,47,0.7451171875,0
58102_002798_Endzone_294,879,38,350,39,0.70068359375,0
58102_002798_Endzone_295,116,47,186,46,0.84912109375,0
58102_002798_Endzone_295,233,46,274,40,0.830078125,0
58102_002798_Endzone_295,0,40,196,41,0.82861328125,0
58102_002798_Endzone_295,234,44,274,39,0.81005859375,0
58102_002798_Endzone_295,1109,36,160,46,0.7998046875,0
