,video_frame,left,width,top,height,conf
3063,58102_002798_Endzone_181,631,30,246,29,0.8173828125
3064,58102_002798_Endzone_181,946,31,241,27,0.81640625
3065,58102_002798_Endzone_181,952,27,146,35,0.8134765625
3066,58102_002798_Endzone_181,695,30,251,29,0.80712890625
3067,58102_002798_Endzone_181,991,30,228,28,0.79296875
3068,58102_002798_Endzone_181,864,31,211,30,0.78076171875
3069,58102_002798_Endzone_181,537,31,178,38,0.77783203125
3070,58102_002798_Endzone_181,317,28,184,27,0.7021484375
3071,58102_002798_Endzone_181,334,26,176,27,0.6396484375
3072,58102_002798_Endzone_181,322,32,174,32,0.476318359375
3073,58102_002798_Endzone_182,295,37,251,36,0.85009765625
3074,58102_002798_Endzone_182,631,32,158,28,0.84423828125
3075,58102_002798_Endzone_182,887,30,142,29,0.84033203125
3076,58102_002798_Endzone_182,816,26,25,34,0.833984375
3077,58102_002798_Endzone_182,415,31,332,29,0.83251953125
3078,58102_002798_Endzone_182,133,33,104,35,0.82958984375
3079,58102_002798_Endzone_182,945,29,240,26,0.82958984375
3080,58102_002798_Endzone_182,603,29,327,29,0.826171875
3081,58102_002798_Endzone_182,627,30,246,29,0.822265625
3082,58102_002798_Endzone_182,721,29,163,37,0.8212890625
3083,58102_002798_Endzone_182,502,32,175,27,0.8154296875
3084,58102_002798_Endzone_182,951,27,147,34,0.8095703125
3085,58102_002798_Endzone_182,987,28,229,27,0.8056640625
3086,58102_002798_Endzone_182,541,29,179,36,0.7939453125
3087,58102_002798_Endzone_182,691,31,253,28,0.77392578125
3088,58102_002798_Endzone_182,869,31,211,30,0.76025390625
3089,58102_002798_Endzone_182,317,28,183,28,0.72216796875
3090,58102_002798_Endzone_182,334,26,176,26,0.6142578125
3091,58102_002798_Endzone_182,973,34,233,28,0.61083984375
3092,58102_002798_Endzone_182,321,32,175,31,0.51025390625
3093,58102_002798_Endzone_183,295,37,254,34,0.85400390625
3094,58102_002798_Endzone_183,630,32,158,29,0.8427734375
3095,58102_002798_Endzone_183,887,30,143,29,0.83984375
3096,58102_002798_Endzone_183,416,31,331,29,0.8369140625
3097,58102_002798_Endzone_183,816,26,29,33,0.8359375
3098,58102_002798_Endzone_183,138,33,105,35,0.833984375
3099,58102_002798_Endzone_183,724,27,165,37,0.8291015625
3100,58102_002798_Endzone_183,942,30,239,26,0.82763671875
3101,58102_002798_Endzone_183,622,31,246,30,0.8232421875
3102,58102_002798_Endzone_183,600,28,330,28,0.8212890625
3103,58102_002798_Endzone_183,541,30,179,37,0.81884765625
3104,58102_002798_Endzone_183,981,29,230,28,0.8134765625
3105,58102_002798_Endzone_183,501,32,174,28,0.80712890625
3106,58102_002798_Endzone_183,950,27,148,34,0.80615234375
3107,58102_002798_Endzone_183,688,28,253,28,0.79296875
3108,58102_002798_Endzone_183,875,30,211,30,0.78955078125
3109,58102_002798_Endzone_183,317,28,183,28,0.69921875
3110,58102_002798_Endzone_183,334,26,176,26,0.611328125
3111,58102_002798_Endzone_183,333,26,175,28,0.3408203125
3112,58102_002798_Endzone_183,498,72,175,28,0.259521484375
3113,58102_002798_Endzone_184,294,37,255,34,0.8544921875
3114,58102_002798_Endzone_184,416,31,331,29,0.84130859375
3115,58102_002798_Endzone_184,626,35,158,30,0.84033203125
3116,58102_002798_Endzone_184,886,30,144,28,0.83837890625
3117,58102_002798_Endzone_184,816,26,32,34,0.83740234375
3118,58102_002798_Endzone_184,143,33,106,35,0.82958984375
3119,58102_002798_Endzone_184,617,32,247,29,0.828125
3120,58102_002798_Endzone_184,596,29,332,29,0.82373046875
3121,58102_002798_Endzone_184,947,29,150,35,0.82080078125
3122,58102_002798_Endzone_184,725,28,166,36,0.81787109375
3123,58102_002798_Endzone_184,940,30,239,25,0.81396484375
3124,58102_002798_Endzone_184,542,30,178,37,0.8115234375
3125,58102_002798_Endzone_184,975,29,230,28,0.810546875
3126,58102_002798_Endzone_184,499,33,173,29,0.79931640625
3127,58102_002798_Endzone_184,684,28,254,27,0.78857421875
3128,58102_002798_Endzone_184,879,33,213,28,0.7255859375
3129,58102_002798_Endzone_184,316,29,183,28,0.70166015625
3130,58102_002798_Endzone_184,334,26,175,26,0.60888671875
3131,58102_002798_Endzone_184,322,31,175,31,0.497802734375
3132,58102_002798_Endzone_185,294,35,258,33,0.84814453125
3133,58102_002798_Endzone_185,625,34,159,30,0.84375
3134,58102_002798_Endzone_185,885,32,145,29,0.8408203125
3135,58102_002798_Endzone_185,417,30,330,28,0.84033203125
3136,58102_002798_Endzone_185,816,26,35,35,0.83203125
3137,58102_002798_Endzone_185,946,29,151,35,0.83056640625
3138,58102_002798_Endzone_185,613,31,247,29,0.82275390625
3139,58102_002798_Endzone_185,147,33,108,34,0.82080078125
3140,58102_002798_Endzone_185,542,30,178,37,0.81591796875
3141,58102_002798_Endzone_185,592,29,333,30,0.81591796875
3142,58102_002798_Endzone_185,726,29,168,35,0.8154296875
3143,58102_002798_Endzone_185,937,28,239,25,0.81396484375
3144,58102_002798_Endzone_185,496,35,173,30,0.80126953125
3145,58102_002798_Endzone_185,680,28,256,28,0.7998046875
3146,58102_002798_Endzone_185,886,31,212,29,0.75
3147,58102_002798_Endzone_185,970,28,231,29,0.74658203125
3148,58102_002798_Endzone_185,316,28,182,28,0.66455078125
3149,58102_002798_Endzone_185,333,26,175,26,0.58056640625
3150,58102_002798_Endzone_185,323,32,174,31,0.497802734375
3151,58102_002798_Endzone_186,292,36,261,34,0.84619140625
3152,58102_002798_Endzone_186,885,31,146,29,0.845703125
3153,58102_002798_Endzone_186,417,30,330,28,0.8388671875
3154,58102_002798_Endzone_186,543,30,178,38,0.8349609375
3155,58102_002798_Endzone_186,624,33,160,30,0.83251953125
3156,58102_002798_Endzone_186,817,24,40,34,0.830078125
3157,58102_002798_Endzone_186,153,32,110,33,0.828125
3158,58102_002798_Endzone_186,608,32,248,29,0.8251953125
3159,58102_002798_Endzone_186,588,28,335,29,0.8251953125
3160,58102_002798_Endzone_186,495,35,174,31,0.822265625
3161,58102_002798_Endzone_186,945,28,153,34,0.818359375
3162,58102_002798_Endzone_186,727,30,170,35,0.8154296875
3163,58102_002798_Endzone_186,675,29,259,28,0.79931640625
3164,58102_002798_Endzone_186,933,29,240,26,0.7890625
3165,58102_002798_Endzone_186,892,31,213,30,0.78125
3166,58102_002798_Endzone_186,965,29,233,28,0.7578125
3167,58102_002798_Endzone_186,315,29,183,27,0.67578125
3168,58102_002798_Endzone_186,333,26,174,27,0.57275390625
3169,58102_002798_Endzone_186,323,31,174,31,0.517578125
3170,58102_002798_Endzone_187,291,37,263,35,0.8466796875
3171,58102_002798_Endzone_187,884,31,147,30,0.8427734375
3172,58102_002798_Endzone_187,543,30,178,37,0.84033203125
3173,58102_002798_Endzone_187,495,34,174,33,0.83544921875
3174,58102_002798_Endzone_187,417,31,330,28,0.83447265625
3175,58102_002798_Endzone_187,944,27,155,35,0.82373046875
3176,58102_002798_Endzone_187,157,32,112,32,0.822265625
3177,58102_002798_Endzone_187,583,30,337,30,0.8193359375
3178,58102_002798_Endzone_187,603,32,248,30,0.8193359375
3179,58102_002798_Endzone_187,728,29,171,36,0.81689453125
3180,58102_002798_Endzone_187,672,28,260,27,0.81396484375
3181,58102_002798_Endzone_187,816,26,45,33,0.80419921875
3182,58102_002798_Endzone_187,931,29,240,26,0.7939453125
3183,58102_002798_Endzone_187,895,33,214,33,0.7841796875
3184,58102_002798_Endzone_187,959,30,236,27,0.76123046875
3185,58102_002798_Endzone_187,623,33,162,30,0.6669921875
3186,58102_002798_Endzone_187,314,29,182,28,0.666015625
3187,58102_002798_Endzone_187,332,26,175,27,0.5634765625
3188,58102_002798_Endzone_187,321,33,175,30,0.5205078125
3189,58102_002798_Endzone_188,543,30,177,37,0.8564453125
3190,58102_002798_Endzone_188,290,36,265,35,0.84814453125
3191,58102_002798_Endzone_188,494,34,175,32,0.84619140625
3192,58102_002798_Endzone_188,883,32,148,30,0.841796875
3193,58102_002798_Endzone_188,668,28,260,27,0.8349609375
3194,58102_002798_Endzone_188,943,27,158,35,0.833984375
3195,58102_002798_Endzone_188,417,31,330,28,0.83251953125
3196,58102_002798_Endzone_188,600,30,249,29,0.8212890625
3197,58102_002798_Endzone_188,579,29,340,29,0.8173828125
3198,58102_002798_Endzone_188,818,24,50,32,0.81494140625
3199,58102_002798_Endzone_188,730,30,173,35,0.806640625
3200,58102_002798_Endzone_188,622,34,163,31,0.8046875
3201,58102_002798_Endzone_188,163,30,113,32,0.80322265625
3202,58102_002798_Endzone_188,955,29,236,28,0.75537109375
3203,58102_002798_Endzone_188,927,29,242,26,0.708984375
3204,58102_002798_Endzone_188,901,31,216,34,0.7021484375
3205,58102_002798_Endzone_188,313,28,183,27,0.701171875
3206,58102_002798_Endzone_188,321,31,176,30,0.5576171875
3207,58102_002798_Endzone_188,332,24,176,26,0.48291015625
3208,58102_002798_Endzone_189,542,30,176,38,0.85595703125
3209,58102_002798_Endzone_189,493,34,174,36,0.84326171875
3210,58102_002798_Endzone_189,881,33,150,30,0.84228515625
3211,58102_002798_Endzone_189,942,25,161,35,0.84033203125
3212,58102_002798_Endzone_189,288,37,266,36,0.83984375
3213,58102_002798_Endzone_189,417,30,330,28,0.8349609375
3214,58102_002798_Endzone_189,621,35,164,31,0.83056640625
3215,58102_002798_Endzone_189,575,29,342,30,0.82421875
3216,58102_002798_Endzone_189,665,28,261,27,0.81787109375
3217,58102_002798_Endzone_189,595,31,249,29,0.8173828125
3218,58102_002798_Endzone_189,818,24,54,32,0.8115234375
3219,58102_002798_Endzone_189,731,29,174,35,0.81103515625
3220,58102_002798_Endzone_189,166,32,115,35,0.7919921875
3221,58102_002798_Endzone_189,950,29,238,30,0.74072265625
3222,58102_002798_Endzone_189,924,28,243,28,0.68994140625
3223,58102_002798_Endzone_189,312,28,181,28,0.6884765625
3224,58102_002798_Endzone_189,905,31,217,34,0.65625
3225,58102_002798_Endzone_189,320,32,176,30,0.57177734375
3226,58102_002798_Endzone_189,331,25,177,27,0.479736328125
3227,58102_002798_Endzone_190,879,33,152,30,0.85302734375
3228,58102_002798_Endzone_190,491,34,174,36,0.84228515625
3229,58102_002798_Endzone_190,542,29,176,37,0.841796875
3230,58102_002798_Endzone_190,620,34,165,31,0.84130859375
3231,58102_002798_Endzone_190,941,26,163,35,0.83935546875
3232,58102_002798_Endzone_190,285,36,270,33,0.833984375
3233,58102_002798_Endzone_190,416,32,330,28,0.828125
3234,58102_002798_Endzone_190,818,26,57,32,0.818359375
3235,58102_002798_Endzone_190,570,29,344,30,0.81591796875
3236,58102_002798_Endzone_190,732,30,174,36,0.81396484375
3237,58102_002798_Endzone_190,661,28,262,26,0.81201171875
3238,58102_002798_Endzone_190,170,32,117,34,0.80517578125
3239,58102_002798_Endzone_190,590,31,250,30,0.79736328125
3240,58102_002798_Endzone_190,946,27,240,28,0.7197265625
3241,58102_002798_Endzone_190,907,31,219,31,0.71044921875
3242,58102_002798_Endzone_190,919,30,245,29,0.6689453125
3243,58102_002798_Endzone_190,309,28,182,28,0.65087890625
3244,58102_002798_Endzone_190,316,32,177,29,0.54150390625
3245,58102_002798_Endzone_190,329,24,178,26,0.53466796875
3246,58102_002798_Endzone_190,917,59,243,28,0.330078125
3247,58102_002798_Endzone_190,908,39,228,36,0.31494140625
3248,58102_002798_Endzone_191,875,33,153,31,0.85791015625
3249,58102_002798_Endzone_191,281,36,272,33,0.8466796875
3250,58102_002798_Endzone_191,490,35,177,33,0.841796875
3251,58102_002798_Endzone_191,618,34,167,30,0.841796875
3252,58102_002798_Endzone_191,939,27,166,36,0.837890625
3253,58102_002798_Endzone_191,565,28,346,30,0.8310546875
3254,58102_002798_Endzone_191,538,30,177,35,0.82763671875
3255,58102_002798_Endzone_191,174,31,119,34,0.8271484375
3256,58102_002798_Endzone_191,415,30,331,27,0.826171875
3257,58102_002798_Endzone_191,733,29,175,36,0.81787109375
3258,58102_002798_Endzone_191,581,35,250,30,0.81689453125
3259,58102_002798_Endzone_191,656,27,262,27,0.81201171875
3260,58102_002798_Endzone_191,818,26,61,31,0.80517578125
3261,58102_002798_Endzone_191,915,28,247,28,0.73974609375
3262,58102_002798_Endzone_191,906,33,221,30,0.73193359375
3263,58102_002798_Endzone_191,941,27,242,30,0.71484375
3264,58102_002798_Endzone_191,306,29,183,28,0.59228515625
3265,58102_002798_Endzone_191,316,32,178,29,0.513671875
3266,58102_002798_Endzone_191,327,24,180,26,0.4833984375
3267,58102_002798_Endzone_191,910,32,224,48,0.2841796875
3268,58102_002798_Endzone_192,872,33,155,30,0.85205078125
3269,58102_002798_Endzone_192,617,35,168,32,0.84326171875
3270,58102_002798_Endzone_192,277,36,274,32,0.83935546875
3271,58102_002798_Endzone_192,534,32,178,35,0.8330078125
3272,58102_002798_Endzone_192,488,35,178,34,0.83251953125
3273,58102_002798_Endzone_192,558,29,348,30,0.8271484375
3274,58102_002798_Endzone_192,732,30,174,38,0.82568359375
3275,58102_002798_Endzone_192,176,32,122,33,0.8251953125
3276,58102_002798_Endzone_192,937,27,169,35,0.82421875
3277,58102_002798_Endzone_192,414,29,332,26,0.81982421875
3278,58102_002798_Endzone_192,651,29,264,26,0.8125
3279,58102_002798_Endzone_192,818,26,63,33,0.80810546875
3280,58102_002798_Endzone_192,577,33,251,30,0.80078125
3281,58102_002798_Endzone_192,907,33,223,31,0.73681640625
3282,58102_002798_Endzone_192,302,28,185,28,0.703125
3283,58102_002798_Endzone_192,935,27,246,28,0.68505859375
3284,58102_002798_Endzone_192,908,30,251,27,0.6767578125
3285,58102_002798_Endzone_192,324,24,182,26,0.51806640625
3286,58102_002798_Endzone_192,488,75,179,32,0.349609375
3287,58102_002798_Endzone_193,273,35,276,33,0.84912109375
3288,58102_002798_Endzone_193,867,35,156,30,0.8486328125
3289,58102_002798_Endzone_193,616,35,170,32,0.84423828125
3290,58102_002798_Endzone_193,552,30,351,29,0.8349609375
3291,58102_002798_Endzone_193,531,32,179,35,0.8330078125
3292,58102_002798_Endzone_193,935,27,172,35,0.82421875
3293,58102_002798_Endzone_193,571,33,251,30,0.82373046875
3294,58102_002798_Endzone_193,486,34,180,33,0.82275390625
3295,58102_002798_Endzone_193,732,30,175,37,0.822265625
3296,58102_002798_Endzone_193,411,31,333,27,0.81982421875
3297,58102_002798_Endzone_193,817,26,66,33,0.8134765625
3298,58102_002798_Endzone_193,646,29,263,26,0.81103515625
3299,58102_002798_Endzone_193,181,31,124,31,0.79833984375
3300,58102_002798_Endzone_193,297,30,187,29,0.71142578125
3301,58102_002798_Endzone_193,902,32,252,28,0.68408203125
3302,58102_002798_Endzone_193,930,28,248,28,0.6640625
3303,58102_002798_Endzone_193,321,25,184,26,0.60595703125
3304,58102_002798_Endzone_193,908,32,224,32,0.5966796875
3305,58102_002798_Endzone_193,485,74,180,32,0.3505859375
3306,58102_002798_Endzone_194,269,36,277,33,0.8525390625
3307,58102_002798_Endzone_194,864,33,158,30,0.85107421875
3308,58102_002798_Endzone_194,615,34,171,32,0.84375
3309,58102_002798_Endzone_194,732,29,175,35,0.8359375
3310,58102_002798_Endzone_194,529,31,180,34,0.833984375
3311,58102_002798_Endzone_194,546,30,352,31,0.8330078125
3312,58102_002798_Endzone_194,485,33,181,35,0.8271484375
3313,58102_002798_Endzone_194,566,32,252,30,0.82568359375
3314,58102_002798_Endzone_194,934,27,174,34,0.82568359375
3315,58102_002798_Endzone_194,184,32,126,33,0.82421875
3316,58102_002798_Endzone_194,817,25,69,33,0.80810546875
3317,58102_002798_Endzone_194,409,31,335,26,0.806640625
3318,58102_002798_Endzone_194,643,27,263,26,0.80224609375
3319,58102_002798_Endzone_194,908,32,225,32,0.6796875
3320,58102_002798_Endzone_194,896,30,255,27,0.65966796875
3321,58102_002798_Endzone_194,293,29,189,28,0.625
3322,58102_002798_Endzone_194,926,26,250,29,0.61083984375
3323,58102_002798_Endzone_194,318,25,187,25,0.46875
3324,58102_002798_Endzone_194,318,25,187,25,0.460693359375
3325,58102_002798_Endzone_194,486,74,181,33,0.27099609375
3326,58102_002798_Endzone_195,265,35,278,33,0.861328125
3327,58102_002798_Endzone_195,540,30,355,29,0.83740234375
3328,58102_002798_Endzone_195,860,32,160,29,0.8369140625
3329,58102_002798_Endzone_195,613,36,173,34,0.8359375
3330,58102_002798_Endzone_195,187,33,128,33,0.83544921875
3331,58102_002798_Endzone_195,526,32,181,35,0.8330078125
3332,58102_002798_Endzone_195,560,32,253,30,0.83203125
3333,58102_002798_Endzone_195,730,30,175,36,0.830078125
3334,58102_002798_Endzone_195,483,34,183,35,0.82861328125
3335,58102_002798_Endzone_195,935,27,176,36,0.826171875
3336,58102_002798_Endzone_195,408,30,336,28,0.82373046875
3337,58102_002798_Endzone_195,817,24,71,33,0.82275390625
3338,58102_002798_Endzone_195,638,27,263,25,0.80322265625
3339,58102_002798_Endzone_195,888,32,254,29,0.7236328125
3340,58102_002798_Endzone_195,289,30,189,29,0.70849609375
3341,58102_002798_Endzone_195,907,32,224,33,0.6875
3342,58102_002798_Endzone_195,922,28,251,27,0.662109375
3343,58102_002798_Endzone_195,315,26,188,24,0.51611328125
3344,58102_002798_Endzone_195,315,27,189,23,0.450927734375
3345,58102_002798_Endzone_196,481,34,185,34,0.85595703125
3346,58102_002798_Endzone_196,260,36,279,32,0.85400390625
3347,58102_002798_Endzone_196,613,35,174,36,0.84326171875
3348,58102_002798_Endzone_196,523,33,182,34,0.84033203125
3349,58102_002798_Endzone_196,932,28,177,35,0.8388671875
3350,58102_002798_Endzone_196,534,30,357,30,0.833984375
3351,58102_002798_Endzone_196,191,32,130,33,0.83349609375
3352,58102_002798_Endzone_196,730,30,174,37,0.83154296875
3353,58102_002798_Endzone_196,815,26,73,35,0.826171875
3354,58102_002798_Endzone_196,632,29,262,26,0.82421875
3355,58102_002798_Endzone_196,855,33,161,31,0.822265625
3356,58102_002798_Endzone_196,407,28,337,28,0.8154296875
3357,58102_002798_Endzone_196,554,32,253,30,0.7998046875
3358,58102_002798_Endzone_196,283,31,190,30,0.74365234375
3359,58102_002798_Endzone_196,882,32,255,29,0.7060546875
3360,58102_002798_Endzone_196,907,32,224,31,0.69287109375
3361,58102_002798_Endzone_196,917,29,252,27,0.59912109375
3362,58102_002798_Endzone_196,313,25,190,23,0.463623046875
3363,58102_002798_Endzone_197,256,35,279,32,0.86474609375
3364,58102_002798_Endzone_197,931,26,179,34,0.85009765625
3365,58102_002798_Endzone_197,527,31,358,30,0.84814453125
3366,58102_002798_Endzone_197,611,35,175,36,0.84375
3367,58102_002798_Endzone_197,521,31,182,33,0.833984375
3368,58102_002798_Endzone_197,627,29,263,26,0.83203125
3369,58102_002798_Endzone_197,728,29,174,35,0.82861328125
3370,58102_002798_Endzone_197,195,30,134,32,0.8271484375
3371,58102_002798_Endzone_197,479,33,186,34,0.8271484375
3372,58102_002798_Endzone_197,815,25,78,32,0.826171875
3373,58102_002798_Endzone_197,549,32,255,29,0.826171875
3374,58102_002798_Endzone_197,405,30,339,28,0.822265625
3375,58102_002798_Endzone_197,279,29,191,30,0.79443359375
3376,58102_002798_Endzone_197,852,33,163,30,0.75390625
3377,58102_002798_Endzone_197,907,30,223,30,0.7255859375
3378,58102_002798_Endzone_197,915,28,252,26,0.7099609375
3379,58102_002798_Endzone_197,877,29,256,28,0.63037109375
3380,58102_002798_Endzone_197,309,26,191,22,0.45556640625
3381,58102_002798_Endzone_197,309,25,191,22,0.392578125
3382,58102_002798_Endzone_198,251,35,280,31,0.85400390625
3383,58102_002798_Endzone_198,848,32,164,29,0.845703125
3384,58102_002798_Endzone_198,610,33,177,34,0.84423828125
3385,58102_002798_Endzone_198,521,30,358,30,0.83935546875
3386,58102_002798_Endzone_198,927,28,180,34,0.8388671875
3387,58102_002798_Endzone_198,476,32,188,35,0.83837890625
3388,58102_002798_Endzone_198,622,30,263,26,0.83447265625
3389,58102_002798_Endzone_198,198,31,135,33,0.83203125
3390,58102_002798_Endzone_198,543,32,255,29,0.8310546875
3391,58102_002798_Endzone_198,516,33,182,32,0.8310546875
3392,58102_002798_Endzone_198,814,26,80,32,0.8232421875
3393,58102_002798_Endzone_198,404,29,340,28,0.822265625
3394,58102_002798_Endzone_198,274,31,191,29,0.82080078125
3395,58102_002798_Endzone_198,726,30,175,35,0.81982421875
3396,58102_002798_Endzone_198,907,30,222,30,0.79296875
3397,58102_002798_Endzone_198,868,29,256,28,0.697265625
3398,58102_002798_Endzone_198,305,27,192,23,0.48291015625
3399,58102_002798_Endzone_198,306,27,192,23,0.384765625
3400,58102_002798_Endzone_198,915,26,251,22,0.340576171875
3401,58102_002798_Endzone_199,247,35,280,32,0.8544921875
3402,58102_002798_Endzone_199,536,32,256,29,0.8466796875
3403,58102_002798_Endzone_199,473,31,190,34,0.8447265625
3404,58102_002798_Endzone_199,925,27,181,33,0.84423828125
3405,58102_002798_Endzone_199,607,34,179,34,0.8408203125
3406,58102_002798_Endzone_199,844,33,165,30,0.83935546875
3407,58102_002798_Endzone_199,515,30,361,30,0.8359375
3408,58102_002798_Endzone_199,200,33,137,36,0.83447265625
3409,58102_002798_Endzone_199,513,33,181,34,0.83349609375
3410,58102_002798_Endzone_199,724,30,177,33,0.82666015625
3411,58102_002798_Endzone_199,618,28,263,26,0.826171875
3412,58102_002798_Endzone_199,812,26,83,32,0.81787109375
3413,58102_002798_Endzone_199,401,31,340,30,0.8125
3414,58102_002798_Endzone_199,270,30,191,29,0.81201171875
3415,58102_002798_Endzone_199,861,29,255,27,0.7958984375
3416,58102_002798_Endzone_199,907,30,221,29,0.783203125
3417,58102_002798_Endzone_199,911,24,249,23,0.58349609375
3418,58102_002798_Endzone_199,301,28,192,23,0.472412109375
3419,58102_002798_Endzone_199,301,28,192,24,0.426513671875
3420,58102_002798_Endzone_200,241,35,281,31,0.86083984375
3421,58102_002798_Endzone_200,203,33,139,34,0.8427734375
3422,58102_002798_Endzone_200,530,32,256,30,0.83837890625
3423,58102_002798_Endzone_200,605,34,180,34,0.83642578125
3424,58102_002798_Endzone_200,840,33,167,29,0.8359375
3425,58102_002798_Endzone_200,613,28,263,27,0.833984375
3426,58102_002798_Endzone_200,510,33,181,33,0.83203125
3427,58102_002798_Endzone_200,472,30,191,34,0.82861328125
3428,58102_002798_Endzone_200,508,31,362,30,0.82861328125
3429,58102_002798_Endzone_200,723,29,176,34,0.82763671875
3430,58102_002798_Endzone_200,923,26,181,32,0.8203125
3431,58102_002798_Endzone_200,811,26,86,32,0.810546875
3432,58102_002798_Endzone_200,400,30,344,27,0.7978515625
3433,58102_002798_Endzone_200,266,31,190,28,0.7978515625
3434,58102_002798_Endzone_200,907,28,221,29,0.77783203125
3435,58102_002798_Endzone_200,905,27,248,26,0.71484375
3436,58102_002798_Endzone_200,855,29,253,29,0.70263671875
3437,58102_002798_Endzone_200,297,28,192,24,0.4404296875
3438,58102_002798_Endzone_200,298,26,192,23,0.37548828125
3439,58102_002798_Endzone_201,238,34,282,30,0.85986328125
3440,58102_002798_Endzone_201,207,32,140,33,0.84765625
3441,58102_002798_Endzone_201,525,32,258,29,0.84228515625
3442,58102_002798_Endzone_201,602,35,181,34,0.841796875
3443,58102_002798_Endzone_201,507,32,179,34,0.8369140625
3444,58102_002798_Endzone_201,503,31,364,30,0.83642578125
3445,58102_002798_Endzone_201,609,28,264,27,0.830078125
3446,58102_002798_Endzone_201,921,27,181,33,0.82861328125
3447,58102_002798_Endzone_201,837,32,169,27,0.828125
3448,58102_002798_Endzone_201,470,31,193,35,0.82373046875
3449,58102_002798_Endzone_201,810,27,90,32,0.81640625
3450,58102_002798_Endzone_201,399,30,344,29,0.80908203125
3451,58102_002798_Endzone_201,722,30,178,33,0.80712890625
3452,58102_002798_Endzone_201,262,32,190,29,0.802734375
3453,58102_002798_Endzone_201,847,30,255,27,0.7685546875
3454,58102_002798_Endzone_201,906,30,221,28,0.763671875
3455,58102_002798_Endzone_201,902,26,246,24,0.62841796875
3456,58102_002798_Endzone_201,294,28,193,25,0.541015625
3457,58102_002798_Endzone_201,294,28,193,25,0.39208984375
3458,58102_002798_Endzone_202,232,36,283,31,0.861328125
3459,58102_002798_Endzone_202,210,33,141,35,0.84619140625
3460,58102_002798_Endzone_202,505,32,178,33,0.8369140625
3461,58102_002798_Endzone_202,919,27,181,33,0.833984375
3462,58102_002798_Endzone_202,519,31,260,28,0.83349609375
3463,58102_002798_Endzone_202,834,33,170,29,0.8310546875
3464,58102_002798_Endzone_202,604,29,265,28,0.82666015625
3465,58102_002798_Endzone_202,601,35,181,36,0.82666015625
3466,58102_002798_Endzone_202,498,28,366,30,0.82421875
3467,58102_002798_Endzone_202,467,31,195,35,0.82275390625
3468,58102_002798_Endzone_202,810,27,93,33,0.81103515625
3469,58102_002798_Endzone_202,721,30,180,32,0.80859375
3470,58102_002798_Endzone_202,399,30,344,30,0.8046875
3471,58102_002798_Endzone_202,259,31,190,29,0.79443359375
3472,58102_002798_Endzone_202,907,30,222,27,0.78271484375
3473,58102_002798_Endzone_202,840,28,253,28,0.76025390625
3474,58102_002798_Endzone_202,898,26,247,25,0.6357421875
3475,58102_002798_Endzone_202,290,31,194,26,0.63037109375
3476,58102_002798_Endzone_203,228,34,284,30,0.85546875
3477,58102_002798_Endzone_203,213,32,142,33,0.84814453125
3478,58102_002798_Endzone_203,512,34,263,27,0.84521484375
3479,58102_002798_Endzone_203,830,33,171,30,0.837890625
3480,58102_002798_Endzone_203,501,33,179,33,0.8330078125
3481,58102_002798_Endzone_203,599,29,267,28,0.82958984375
3482,58102_002798_Endzone_203,491,30,368,31,0.826171875
3483,58102_002798_Endzone_203,597,35,182,35,0.82568359375
3484,58102_002798_Endzone_203,916,27,183,32,0.82275390625
3485,58102_002798_Endzone_203,463,33,196,34,0.81787109375
3486,58102_002798_Endzone_203,809,26,96,33,0.81640625
3487,58102_002798_Endzone_203,906,30,223,27,0.80859375
3488,58102_002798_Endzone_203,255,30,191,28,0.806640625
3489,58102_002798_Endzone_203,397,31,345,29,0.79443359375
3490,58102_002798_Endzone_203,720,30,182,33,0.77783203125
3491,58102_002798_Endzone_203,832,28,253,29,0.73681640625
3492,58102_002798_Endzone_203,893,26,247,24,0.724609375
3493,58102_002798_Endzone_203,287,29,195,26,0.6923828125
3494,58102_002798_Endzone_203,274,34,192,28,0.53857421875
3495,58102_002798_Endzone_204,826,33,174,29,0.8583984375
3496,58102_002798_Endzone_204,215,31,143,32,0.84521484375
3497,58102_002798_Endzone_204,503,35,265,29,0.84326171875
3498,58102_002798_Endzone_204,484,29,369,31,0.83349609375
3499,58102_002798_Endzone_204,595,33,182,33,0.8310546875
3500,58102_002798_Endzone_204,221,34,285,31,0.8310546875
3501,58102_002798_Endzone_204,497,33,181,31,0.82177734375
3502,58102_002798_Endzone_204,806,26,100,33,0.81494140625
3503,58102_002798_Endzone_204,594,28,269,28,0.81396484375
3504,58102_002798_Endzone_204,249,30,191,26,0.8115234375
3505,58102_002798_Endzone_204,458,32,197,34,0.80859375
3506,58102_002798_Endzone_204,912,26,183,31,0.80810546875
3507,58102_002798_Endzone_204,719,30,181,33,0.80810546875
3508,58102_002798_Endzone_204,907,30,225,26,0.80712890625
3509,58102_002798_Endzone_204,282,29,195,27,0.79296875
3510,58102_002798_Endzone_204,887,26,247,24,0.73486328125
3511,58102_002798_Endzone_204,394,32,344,31,0.72021484375
3512,58102_002798_Endzone_204,822,27,258,24,0.70654296875
3513,58102_002798_Endzone_204,252,63,196,24,0.28369140625
3514,58102_002798_Endzone_205,214,35,287,31,0.83984375
3515,58102_002798_Endzone_205,821,33,176,30,0.83740234375
3516,58102_002798_Endzone_205,216,31,142,33,0.8359375
3517,58102_002798_Endzone_205,590,35,182,34,0.8359375
